order_id,customer_id,order_date,product_category,product_name,quantity,unit_price,total_amount,payment_method,shipping_region,customer_segment,discount_applied,returned
ORD-00677,CLI-0475,2025-08-27,clothing,Gorra,3,103.28,309.84,debit_card,este,vip,0.3,0
ORD-00342,CLI-0314,2025-09-26,beauty,Mascarilla,4,60.53,242.12,bank_transfer,oeste,vip,0,0
ORD-00439,CLI-0115,2025-07-28,food,Chocolate belga,3,126.52,379.56,credit_card,sur,new,0.2,0
ORD-01048,CLI-0141,2025-09-06,electronics,Cargador USB-C,2,444.34,888.68,paypal,sur,new,0.05,0
ORD-00976,CLI-0373,2025-09-28,electronics,Webcam HD,1,205.87,205.87,bank_transfer,centro,new,0.3,0
ORD-00546,CLI-0147,2025-07-30,electronics,Webcam HD,4,62.21,248.84,bank_transfer,centro,vip,0,0
ORD-00329,CLI-0211,2025-09-09,food,Pasta italiana,1,63.02,63.02,credit_card,oeste,new,0,0
ORD-00622,CLI-0181,2025-08-07,beauty,Crema facial,2,128.82,257.64,debit_card,centro,vip,0.15,0
ORD-01374,CLI-0182,2025-08-05,home,Cojín,3,50.92,152.76,bank_transfer,este,new,0.2,0
ORD-01081,CLI-0043,2025-07-04,home,Reloj pared,5,8.43,42.15,bank_transfer,sur,vip,0,0
ORD-01176,CLI-0403,2025-09-03,clothing,Gorra,2,15.12,30.24,paypal,centro,vip,0.15,0
ORD-00031,CLI-0036,2025-09-26,electronics,Mouse gaming,5,467.23,2336.15,paypal,oeste,new,0.15,0
ORD-00978,CLI-0043,2025-08-06,home,Cojín,1,146.08,146.08,debit_card,oeste,returning,0,0
ORD-01261,CLI-0138,2025-09-11,electronics,Monitor 24,3,89.65,268.95,debit_card,oeste,returning,0,0
ORD-00999,CLI-0327,2025-09-30,beauty,Champú natural,2,58.79,117.58,credit_card,este,new,0,0
ORD-01130,CLI-0137,2025-09-08,electronics,Laptop,1,441.84,441.84,debit_card,este,vip,0,0
ORD-00291,CLI-0472,2025-09-21,electronics,Mouse gaming,1,146.61,146.61,bank_transfer,oeste,returning,0,0
ORD-00933,CLI-0198,2025-07-29,clothing,Sudadera,5,111.39,556.95,paypal,norte,new,0,0
ORD-00726,CLI-0467,2025-09-20,clothing,Bufanda,2,44.23,88.46,debit_card,centro,new,0.15,0
ORD-00237,CLI-0045,2025-09-07,electronics,Laptop,1,28.64,28.64,bank_transfer,este,returning,0.1,0
ORD-00499,CLI-0353,2025-07-23,beauty,Aceite corporal,2,128.29,256.58,credit_card,norte,vip,0.3,0
ORD-01430,CLI-0368,2025-09-16,clothing,Bufanda,3,121.18,363.54,debit_card,este,vip,0.2,0
ORD-01273,CLI-0499,2025-07-18,electronics,Laptop,1,173.49,173.49,debit_card,sur,new,0.3,0
ORD-01824,CLI-0239,2025-08-20,home,Alfombra,4,40.47,161.88,paypal,oeste,new,0.05,0
ORD-01891,CLI-0081,2025-07-09,clothing,Pantalón chino,3,40.09,120.27,paypal,sur,new,0,0
ORD-00744,CLI-0203,2025-09-19,food,Aceite oliva,1,75.6,75.6,debit_card,,vip,0,0
ORD-00946,CLI-0307,2025-09-12,electronics,Auriculares BT,2,20.73,41.46,debit_card,oeste,vip,0.15,0
ORD-01484,CLI-0091,2025-07-18,electronics,Laptop,1,302.19,302.19,credit_card,este,new,0.3,1
ORD-00272,CLI-0126,2025-09-28,food,Salsa trufa,5,60.25,301.25,debit_card,centro,returning,0.2,0
ORD-00594,CLI-0148,2025-09-28,beauty,Sérum vitamina C,2,74.93,149.86,credit_card,oeste,returning,0.2,0
ORD-00469,CLI-0241,2025-08-20,home,Vela aromática,5,16.97,84.85,debit_card,norte,returning,0,0
ORD-01988,CLI-0500,2025-09-27,home,Alfombra,1,27.78,27.78,bank_transfer,centro,vip,0,0
ORD-00960,CLI-0492,2025-07-15,food,Salsa trufa,2,98.28,196.56,paypal,sur,new,0,0
ORD-01184,CLI-0271,2025-07-31,beauty,Aceite corporal,3,90.11,270.33,debit_card,norte,vip,0.05,0
ORD-00719,CLI-0414,2025-09-22,electronics,Teclado mecánico,2,168.38,336.76,credit_card,sur,new,0.1,0
ORD-00567,CLI-0175,2025-07-02,home,Cojín,2,113.03,226.06,bank_transfer,centro,returning,0.05,0
ORD-00863,CLI-0371,2025-07-01,home,Vela aromática,2,115.22,230.44,paypal,sur,new,0.2,0
ORD-00646,CLI-0219,2025-07-01,electronics,Mouse gaming,3,385.76,1157.28,debit_card,este,returning,0,0
ORD-01764,CLI-0460,2025-09-18,food,Frutos secos,4,74.89,299.56,debit_card,sur,vip,0.15,0
ORD-01039,CLI-0176,2025-07-01,food,Frutos secos,5,149.32,746.6,paypal,sur,vip,0.1,0
ORD-01129,CLI-0097,2025-07-05,food,Chocolate belga,5,136.38,681.9,bank_transfer,sur,vip,0,0
ORD-01646,CLI-0076,2025-09-28,food,Miel artesanal,5,55.63,278.15,debit_card,sur,new,0.15,0
ORD-01245,CLI-0428,2025-07-08,beauty,Perfume,5,98.25,491.25,bank_transfer,oeste,vip,0.3,0
ORD-01407,CLI-0142,2025-07-09,home,Reloj pared,3,39.88,119.64,credit_card,sur,vip,0.3,1
ORD-00452,CLI-0263,2025-08-29,clothing,Zapatillas running,4,54.88,219.52,paypal,este,new,0,0
ORD-00314,CLI-0298,2025-07-22,electronics,SSD 1TB,2,292.48,584.96,credit_card,sur,vip,0,0
ORD-01658,CLI-0233,2025-07-15,home,Reloj pared,4,148.35,593.4,paypal,sur,new,0.3,0
ORD-00727,CLI-0489,2025-08-11,food,Pasta italiana,2,95.58,191.16,bank_transfer,sur,vip,0.1,0
ORD-01446,CLI-0404,2025-09-16,electronics,SSD 1TB,2,311.22,622.44,debit_card,este,vip,0.05,0
ORD-00659,CLI-0188,2025-09-29,food,Frutos secos,2,24.53,49.06,debit_card,este,new,0.15,0
ORD-00397,CLI-0324,2025-07-08,beauty,Protector solar,4,24.86,99.44,credit_card,oeste,returning,0.1,0
ORD-01475,CLI-0327,2025-09-23,clothing,Pantalón chino,1,103.6,103.6,debit_card,norte,vip,0,0
ORD-00120,CLI-0233,2025-09-27,electronics,Cargador USB-C,2,143.35,286.7,paypal,centro,vip,0.1,1
ORD-00367,CLI-0098,2025-08-04,beauty,Mascarilla,3,115.88,347.64,bank_transfer,oeste,vip,0,0
ORD-00633,CLI-0442,2025-09-05,food,Salsa trufa,5,141.98,709.9,debit_card,oeste,vip,0.05,1
ORD-00496,CLI-0131,2025-07-13,clothing,Sudadera,4,49.7,198.8,paypal,centro,new,0,0
ORD-00092,CLI-0173,2025-08-05,clothing,Zapatillas running,3,60.52,181.56,paypal,centro,returning,0.15,0
ORD-01704,CLI-0169,2025-09-11,food,Miel artesanal,2,12.73,25.46,debit_card,este,vip,0,0
ORD-01688,CLI-0231,2025-07-01,beauty,Protector solar,4,121.44,485.76,bank_transfer,centro,returning,0,0
ORD-00795,CLI-0231,2025-09-28,food,Pasta italiana,4,16.88,67.52,bank_transfer,oeste,returning,0.3,0
ORD-00316,CLI-0396,2025-07-27,clothing,Camiseta básica,5,38.78,193.9,credit_card,este,returning,0,1
ORD-00880,CLI-0157,2025-09-29,electronics,Laptop,2,6.53,13.06,paypal,oeste,vip,0,0
ORD-01937,CLI-0475,2025-09-12,clothing,Sudadera,2,144.62,289.24,debit_card,,vip,0.1,0
ORD-01694,CLI-0124,2025-07-09,electronics,Webcam HD,2,287.72,575.44,debit_card,,returning,0,0
ORD-00979,CLI-0156,2025-07-04,food,Té matcha,2,5.16,10.32,debit_card,centro,new,0,0
ORD-01992,CLI-0201,2025-09-08,home,Lámpara LED,4,24.17,96.68,bank_transfer,centro,returning,0,0
ORD-00878,CLI-0490,2025-08-09,beauty,Champú natural,2,111.41,222.82,paypal,este,new,0.2,0
ORD-01622,CLI-0271,2025-09-26,food,Miel artesanal,3,81.35,244.05,bank_transfer,oeste,new,0.3,0
ORD-01808,CLI-0052,2025-07-23,home,Alfombra,2,55.61,111.22,bank_transfer,,returning,0,0
ORD-00814,CLI-0395,2025-09-06,electronics,SSD 1TB,2,496.82,993.64,paypal,oeste,returning,0,0
ORD-01365,CLI-0371,2025-07-14,food,Café gourmet,1,36.87,36.87,paypal,norte,vip,0.05,0
ORD-01319,CLI-0096,2025-09-05,food,Chocolate belga,3,128.49,385.47,credit_card,oeste,returning,0,0
ORD-00675,CLI-0293,2025-09-22,clothing,Camiseta básica,3,35.27,105.81,paypal,norte,returning,0.05,0
ORD-00102,CLI-0461,2025-08-19,electronics,Auriculares BT,2,17.77,35.54,debit_card,sur,returning,0,0
ORD-01278,CLI-0272,2025-07-30,clothing,Camiseta básica,2,18.37,36.74,bank_transfer,norte,vip,0.05,0
ORD-01776,CLI-0471,2025-08-11,food,Aceite oliva,1,92.02,92.02,debit_card,oeste,vip,0.15,0
ORD-00972,CLI-0155,2025-07-29,electronics,Monitor 24,4,224.92,899.68,debit_card,sur,new,0.3,0
ORD-01537,CLI-0055,2025-07-26,beauty,Bálsamo labial,4,88.58,354.32,debit_card,centro,vip,0.05,0
ORD-00243,CLI-0327,2025-07-13,home,Marco fotos,5,28.71,143.55,debit_card,oeste,returning,0.3,0
ORD-01423,CLI-0449,2025-07-15,clothing,Bufanda,3,68.63,205.89,credit_card,centro,new,0.05,0
ORD-01621,CLI-0297,2025-07-05,electronics,Monitor 24,2,211.1,422.2,paypal,centro,returning,0,0
ORD-01934,CLI-0245,2025-09-02,home,Cojín,1,137.59,137.59,debit_card,norte,vip,0,0
ORD-00993,CLI-0161,2025-07-31,food,Miel artesanal,3,74.84,224.52,credit_card,norte,new,0.15,0
ORD-00385,CLI-0159,2025-09-23,food,Miel artesanal,1,96.7,96.7,paypal,este,new,0,0
ORD-01772,CLI-0236,2025-07-11,home,Alfombra,4,125.3,501.2,bank_transfer,este,returning,0,0
ORD-01946,CLI-0246,2025-09-22,electronics,Mouse gaming,5,284.88,1424.4,bank_transfer,este,returning,0.05,0
ORD-00257,CLI-0434,2025-08-10,beauty,Mascarilla,2,8.2,16.4,credit_card,centro,vip,0.05,0
ORD-01419,CLI-0139,2025-09-23,electronics,SSD 1TB,1,182.71,182.71,credit_card,norte,vip,0.3,0
ORD-00454,CLI-0300,2025-08-14,food,Chocolate belga,2,67.84,135.68,debit_card,este,new,0.2,0
ORD-00242,CLI-0437,2025-09-08,food,Miel artesanal,5,122.03,610.15,debit_card,este,vip,0,0
ORD-00002,CLI-0193,2025-09-09,food,Café gourmet,1,59.5,59.5,bank_transfer,este,vip,0.1,0
ORD-01091,CLI-0402,2025-09-24,beauty,Aceite corporal,1,96.98,96.98,debit_card,centro,vip,0.15,0
ORD-00466,CLI-0095,2025-07-20,electronics,Monitor 24,5,442.42,2212.1,paypal,centro,new,0.2,0
ORD-00949,CLI-0440,2025-07-09,clothing,Calcetines pack,2,53.13,106.26,credit_card,sur,new,0.2,0
ORD-01409,CLI-0142,2025-09-12,electronics,SSD 1TB,1,209.03,209.03,debit_card,norte,returning,0.3,0
ORD-01974,CLI-0435,2025-07-18,clothing,Pantalón chino,-5,36.79,-183.95,credit_card,oeste,vip,0.15,0
ORD-01009,CLI-0176,2025-08-19,clothing,Chaqueta,4,108.01,432.04,paypal,oeste,vip,0,0
ORD-00774,CLI-0427,2025-08-11,clothing,Chaqueta,2,56.09,112.18,credit_card,sur,vip,0,0
ORD-00426,CLI-0210,2025-09-25,electronics,Auriculares BT,1,66.51,66.51,bank_transfer,sur,returning,0.15,0
ORD-01521,CLI-0227,2025-08-11,home,Organizador,5,141.0,705.0,credit_card,centro,new,0.1,0
ORD-00957,CLI-0239,2025-09-28,electronics,Laptop,1,16.45,16.45,debit_card,oeste,new,0,0
ORD-00532,CLI-0036,2025-08-24,home,Alfombra,2,134.39,268.78,debit_card,sur,vip,0,0
ORD-00169,CLI-0415,2025-09-19,electronics,Teclado mecánico,3,16.77,50.31,credit_card,centro,vip,0.15,0
ORD-01918,CLI-0099,2025-08-20,electronics,Webcam HD,4,393.22,1572.88,paypal,norte,vip,0.3,1
ORD-01290,CLI-0108,2025-07-20,beauty,Champú natural,5,39.58,197.9,credit_card,norte,vip,0,0
ORD-01225,CLI-0002,2025-09-01,electronics,Monitor 24,2,434.96,869.92,debit_card,oeste,new,0.15,0
ORD-01034,CLI-0003,2025-07-15,beauty,Sérum vitamina C,1,19.96,19.96,credit_card,sur,new,0.1,0
ORD-01900,CLI-0245,2025-08-15,electronics,Webcam HD,5,68.85,344.25,bank_transfer,sur,vip,0.05,0
ORD-00888,CLI-0044,2025-09-12,electronics,Webcam HD,2,316.09,632.18,debit_card,centro,new,0.05,0
ORD-01340,CLI-0400,2025-08-19,beauty,Champú natural,4,27.23,108.92,debit_card,norte,vip,0.1,0
ORD-00515,CLI-0303,2025-09-17,clothing,Gorra,3,130.16,390.48,bank_transfer,centro,new,0.15,0
ORD-00406,CLI-0497,2025-09-28,food,Café gourmet,1,91.38,91.38,debit_card,norte,new,0.05,0
ORD-01631,CLI-0475,2025-09-07,electronics,SSD 1TB,3,176.3,528.9,paypal,centro,vip,0,0
ORD-00335,CLI-0037,2025-08-26,beauty,Aceite corporal,3,138.46,415.38,debit_card,sur,returning,0.05,0
ORD-00338,CLI-0055,2025-09-10,clothing,Zapatillas running,5,22.24,111.2,paypal,oeste,returning,0.1,0
ORD-00039,CLI-0341,2025-09-22,clothing,Calcetines pack,4,74.46,297.84,credit_card,norte,returning,0,0
ORD-00545,CLI-0467,2025-08-26,food,Chocolate belga,3,28.62,85.86,paypal,sur,vip,0,0
ORD-01323,CLI-0274,2025-08-11,home,Lámpara LED,4,33.54,134.16,debit_card,sur,vip,0,0
ORD-01254,CLI-0233,2025-09-11,clothing,Camiseta básica,5,37.06,185.3,debit_card,norte,returning,0.15,1
ORD-00855,CLI-0110,2025-08-19,beauty,Bálsamo labial,5,40.3,201.5,debit_card,este,vip,0.15,0
ORD-01790,CLI-0115,2025-08-21,food,Chocolate belga,1,7.3,7.3,credit_card,centro,returning,0,0
ORD-00831,CLI-0160,2025-07-25,electronics,SSD 1TB,3,337.78,1013.34,debit_card,oeste,new,0.2,0
ORD-00326,CLI-0023,2025-09-22,home,Espejo,2,130.21,260.42,paypal,este,returning,0.2,0
ORD-00718,CLI-0493,2025-08-21,food,Pasta italiana,2,11.26,22.52,paypal,centro,returning,0,0
ORD-00099,CLI-0439,2025-07-17,food,Frutos secos,4,38.68,154.72,credit_card,norte,vip,0,0
ORD-00007,CLI-0301,2025-09-13,beauty,Aceite corporal,3,60.91,182.73,credit_card,este,new,0.2,0
ORD-00086,CLI-0469,2025-07-21,food,Miel artesanal,4,113.11,452.44,debit_card,oeste,vip,0.3,0
ORD-01499,CLI-0257,2025-08-23,clothing,Zapatillas running,4,142.34,569.36,credit_card,sur,returning,0.2,0
ORD-01131,CLI-0317,2025-09-05,electronics,Auriculares BT,5,156.99,784.95,bank_transfer,,new,0.1,0
ORD-01285,CLI-0125,2025-09-25,beauty,Crema facial,1,128.4,128.4,debit_card,oeste,new,0.1,0
ORD-00376,CLI-0492,2025-09-26,electronics,Webcam HD,1,263.84,263.84,bank_transfer,centro,vip,0.05,0
ORD-00250,CLI-0357,2025-08-15,electronics,Cargador USB-C,5,146.22,731.1,paypal,centro,vip,0.2,0
ORD-00991,CLI-0479,2025-09-24,food,Chocolate belga,3,87.87,263.61,paypal,sur,new,0.3,0
ORD-01439,CLI-0124,2025-08-26,beauty,Bálsamo labial,3,131.77,395.31,credit_card,este,vip,0.2,0
ORD-01195,CLI-0174,2025-09-22,beauty,Mascarilla,3,77.68,233.04,credit_card,norte,returning,0,0
ORD-00793,CLI-0273,2025-09-24,electronics,Auriculares BT,5,416.18,2080.9,paypal,centro,new,0.15,0
ORD-01948,CLI-0409,2025-09-28,home,Vela aromática,3,61.33,183.99,credit_card,este,vip,0,0
ORD-01920,CLI-0268,2025-08-23,beauty,Aceite corporal,5,91.74,458.7,paypal,centro,vip,0.05,0
ORD-01780,CLI-0170,2025-09-09,food,Café gourmet,3,88.4,265.2,credit_card,norte,new,0.3,0
ORD-00424,CLI-0125,2025-07-08,beauty,Mascarilla,3,91.75,275.25,credit_card,norte,new,0,0
ORD-00620,CLI-0183,2025-08-31,clothing,Sudadera,1,20.87,20.87,bank_transfer,sur,returning,0.05,0
ORD-01942,CLI-0074,2025-09-13,electronics,Laptop,5,285.98,1429.9,paypal,este,new,0.15,0
ORD-00114,CLI-0446,2025-09-16,clothing,Gorra,3,82.52,247.56,bank_transfer,centro,vip,0.3,1
ORD-00558,CLI-0132,2025-09-22,food,Frutos secos,-1,9.0,-9.0,credit_card,centro,new,0.05,0
ORD-00166,CLI-0302,2025-09-17,electronics,Laptop,3,81.78,245.34,bank_transfer,este,new,0,0
ORD-01352,CLI-0003,2025-09-11,food,Salsa trufa,5,24.36,121.8,paypal,oeste,returning,0.05,0
ORD-00528,CLI-0359,2025-07-10,home,Alfombra,4,80.62,322.48,debit_card,este,new,0,0
ORD-01748,CLI-0468,2025-09-30,beauty,Champú natural,2,42.59,85.18,debit_card,oeste,returning,0.3,0
ORD-00006,CLI-0396,2025-07-12,clothing,Gorra,1,66.59,66.59,debit_card,,new,0,0
ORD-00072,CLI-0233,2025-07-26,home,Reloj pared,2,139.94,279.88,debit_card,este,vip,0,1
ORD-01540,CLI-0495,2025-09-17,electronics,Webcam HD,2,309.9,619.8,credit_card,sur,vip,0.3,0
ORD-00311,CLI-0004,2025-08-22,home,Lámpara LED,4,86.28,345.12,credit_card,oeste,returning,0.2,0
ORD-00788,CLI-0343,2025-09-08,clothing,Sudadera,4,133.18,532.72,paypal,centro,returning,0.05,0
ORD-00944,CLI-0387,2025-08-29,electronics,Auriculares BT,1,472.19,472.19,paypal,centro,new,0.2,0
ORD-01700,CLI-0445,2025-09-28,food,Té matcha,2,129.17,258.34,paypal,sur,vip,0,0
ORD-01165,CLI-0418,2025-08-27,clothing,Zapatillas running,2,121.19,242.38,bank_transfer,centro,new,0.3,0
ORD-00959,CLI-0159,2025-09-27,beauty,Bálsamo labial,1,73.41,73.41,paypal,norte,vip,0,0
ORD-01441,CLI-0420,2025-07-23,beauty,Aceite corporal,2,40.07,80.14,bank_transfer,,vip,0,0
ORD-01281,CLI-0497,2025-07-25,home,Reloj pared,2,24.13,48.26,paypal,norte,returning,0.1,0
ORD-01836,CLI-0010,2025-08-08,electronics,Teclado mecánico,2,99.2,198.4,credit_card,sur,returning,0.2,0
ORD-00973,CLI-0332,2025-09-18,home,Lámpara LED,4,37.11,148.44,paypal,norte,vip,0.1,0
ORD-01126,CLI-0181,2025-08-18,home,Alfombra,2,44.65,89.3,paypal,este,new,0.1,0
ORD-00596,CLI-0467,2025-09-29,home,Vela aromática,4,111.6,446.4,credit_card,norte,new,0.2,1
ORD-00758,CLI-0268,2025-09-24,food,Café gourmet,4,32.38,129.52,debit_card,centro,vip,0.05,0
ORD-01234,CLI-0207,2025-08-31,beauty,Crema facial,5,76.48,382.4,debit_card,oeste,new,0.15,0
ORD-00122,CLI-0204,2025-07-25,electronics,Teclado mecánico,5,374.56,1872.8,bank_transfer,este,returning,0.1,0
ORD-00228,CLI-0381,2025-08-08,electronics,SSD 1TB,4,62.92,251.68,credit_card,este,new,0.2,0
ORD-01219,CLI-0500,2025-09-28,beauty,Crema facial,3,10.73,32.19,credit_card,centro,new,0.15,0
ORD-01292,CLI-0483,2025-08-16,clothing,Sudadera,1,119.19,119.19,credit_card,centro,returning,0.3,0
ORD-01823,CLI-0062,2025-08-14,home,Alfombra,4,43.07,172.28,paypal,oeste,new,0.05,0
ORD-01955,CLI-0272,2025-09-05,clothing,Zapatillas running,3,89.52,268.56,debit_card,oeste,returning,0.05,0
ORD-00295,CLI-0293,2025-07-08,food,Café gourmet,4,122.8,491.2,debit_card,,returning,0,0
ORD-00219,CLI-0500,2025-08-15,food,Miel artesanal,5,110.68,553.4,debit_card,norte,new,0.2,0
ORD-01536,CLI-0077,2025-09-28,electronics,Monitor 24,2,197.28,394.56,debit_card,sur,returning,0.2,0
ORD-00903,CLI-0480,2025-09-11,home,Cojín,1,7.04,7.04,debit_card,oeste,new,0.05,0
ORD-01921,CLI-0305,2025-07-08,home,Marco fotos,3,13.95,41.85,paypal,sur,new,0.3,1
ORD-00404,CLI-0155,2025-07-05,clothing,Gorra,4,72.72,290.88,debit_card,centro,vip,0,0
ORD-00718,CLI-0493,2025-08-21,food,Pasta italiana,2,11.26,22.52,paypal,centro,returning,0,0
ORD-00050,CLI-0060,2025-09-03,food,Té matcha,5,138.08,690.4,debit_card,centro,returning,0.3,0
ORD-00017,CLI-0295,2025-07-14,beauty,Mascarilla,2,68.17,136.34,paypal,oeste,vip,0.2,1
ORD-01598,CLI-0186,2025-09-03,clothing,Calcetines pack,2,84.3,168.6,paypal,oeste,vip,0.15,0
ORD-01029,CLI-0375,2025-09-25,electronics,Mouse gaming,4,460.08,1840.32,debit_card,centro,vip,0,0
ORD-01956,CLI-0058,2025-07-28,electronics,Teclado mecánico,3,329.48,988.44,debit_card,oeste,new,0,0
ORD-00784,CLI-0457,2025-09-17,electronics,Cargador USB-C,2,152.57,305.14,paypal,este,vip,0,0
ORD-01416,CLI-0421,2025-09-25,food,Pasta italiana,1,46.7,46.7,credit_card,oeste,vip,0,0
ORD-01805,CLI-0427,2025-09-09,electronics,Teclado mecánico,3,151.58,454.74,debit_card,oeste,vip,0.1,0
ORD-01207,CLI-0274,2025-08-08,beauty,Crema facial,2,135.98,271.96,bank_transfer,norte,returning,0.05,0
ORD-01187,CLI-0380,2025-07-29,electronics,Webcam HD,5,338.49,1692.45,credit_card,centro,new,0,0
ORD-00996,CLI-0088,2025-07-08,beauty,Perfume,3,130.04,390.12,credit_card,centro,vip,0.15,0
ORD-01861,CLI-0425,2025-08-28,beauty,Champú natural,1,57.04,57.04,bank_transfer,este,returning,0,0
ORD-01189,CLI-0364,2025-08-10,home,Marco fotos,2,71.89,143.78,bank_transfer,oeste,returning,0.15,0
ORD-00475,CLI-0334,2025-07-05,home,Marco fotos,1,82.25,82.25,paypal,centro,vip,0.2,0
ORD-01212,CLI-0121,2025-08-27,beauty,Sérum vitamina C,3,51.42,154.26,credit_card,norte,returning,0.15,0
ORD-01763,CLI-0090,2025-08-03,electronics,Monitor 24,2,428.21,856.42,paypal,norte,returning,0,0
ORD-00390,CLI-0222,2025-09-08,home,Reloj pared,2,71.3,142.6,bank_transfer,sur,new,0.2,0
ORD-01335,CLI-0414,2025-09-18,home,Marco fotos,1,60.76,60.76,bank_transfer,este,new,0.1,0
ORD-01767,CLI-0243,2025-09-22,electronics,Webcam HD,2,244.11,488.22,debit_card,este,new,0,0
ORD-00126,CLI-0404,2025-08-21,electronics,Cargador USB-C,5,31.21,156.05,paypal,centro,returning,0,0
ORD-01025,CLI-0334,2025-09-08,home,Reloj pared,1,110.02,110.02,paypal,oeste,vip,0,0
ORD-01448,CLI-0160,2025-07-18,clothing,Pantalón chino,1,51.26,51.26,paypal,norte,new,0,0
ORD-00473,CLI-0211,2025-09-18,beauty,Crema facial,5,141.34,706.7,debit_card,centro,vip,0.05,0
ORD-01710,CLI-0376,2025-07-24,clothing,Camiseta básica,1,134.6,134.6,bank_transfer,oeste,vip,0.2,0
ORD-01144,CLI-0500,2025-08-31,clothing,Bufanda,1,69.08,69.08,bank_transfer,oeste,new,0,0
ORD-00303,CLI-0168,2025-07-12,clothing,Camiseta básica,3,122.35,367.05,bank_transfer,oeste,new,0,0
ORD-01425,CLI-0252,2025-09-12,beauty,Perfume,3,93.44,280.32,credit_card,centro,vip,0,0
ORD-00679,CLI-0138,2025-07-26,food,Frutos secos,4,101.67,406.68,bank_transfer,centro,vip,0.2,0
ORD-01200,CLI-0176,2025-09-07,food,Aceite oliva,4,81.74,326.96,bank_transfer,sur,vip,0.3,0
ORD-00580,CLI-0243,2025-07-11,food,Café gourmet,1,51.08,51.08,paypal,oeste,returning,0.05,0
ORD-00468,CLI-0116,2025-08-17,electronics,Cargador USB-C,5,51.84,259.2,paypal,centro,returning,0.1,0
ORD-01788,CLI-0406,2025-08-10,food,Miel artesanal,1,26.98,26.98,debit_card,oeste,new,0.15,0
ORD-01637,CLI-0325,2025-07-03,clothing,Zapatillas running,1,33.98,33.98,bank_transfer,oeste,returning,0,0
ORD-00408,CLI-0184,2025-09-16,home,Espejo,2,98.19,196.38,debit_card,sur,vip,0.3,0
ORD-00940,CLI-0186,2025-09-12,electronics,Webcam HD,4,465.21,1860.84,bank_transfer,centro,vip,0,0
ORD-00653,CLI-0363,2025-09-24,home,Marco fotos,3,120.99,362.97,debit_card,sur,vip,0.2,1
ORD-01224,CLI-0322,2025-09-25,electronics,Laptop,4,254.81,1019.24,bank_transfer,este,vip,0,0
ORD-01373,CLI-0187,2025-07-11,food,Salsa trufa,4,5.25,21.0,bank_transfer,norte,returning,0,0
ORD-01428,CLI-0186,2025-09-07,electronics,Laptop,5,357.5,1787.5,paypal,este,new,0,1
ORD-01157,CLI-0269,2025-09-17,electronics,Cargador USB-C,2,495.06,990.12,debit_card,norte,vip,0.1,0
ORD-01148,CLI-0069,2025-08-18,home,Alfombra,1,13.01,13.01,bank_transfer,norte,returning,0.3,0
ORD-00232,CLI-0324,2025-07-12,beauty,Crema facial,5,74.56,372.8,debit_card,sur,returning,0.15,0
ORD-01002,CLI-0132,2025-08-30,clothing,Zapatillas running,1,110.47,110.47,credit_card,oeste,returning,0.1,0
ORD-00123,CLI-0273,2025-08-16,beauty,Sérum vitamina C,3,63.55,190.65,debit_card,norte,returning,0.3,0
ORD-01592,CLI-0318,2025-07-06,clothing,Bufanda,3,144.23,432.69,bank_transfer,este,returning,0.05,0
ORD-00196,CLI-0351,2025-09-25,electronics,Laptop,1,342.42,342.42,debit_card,centro,vip,0.3,0
ORD-00638,CLI-0471,2025-08-15,beauty,Perfume,1,95.63,95.63,paypal,sur,new,0,0
ORD-00905,CLI-0490,2025-08-30,home,Alfombra,2,19.99,39.98,paypal,oeste,returning,0,0
ORD-00569,CLI-0436,2025-08-21,electronics,Mouse gaming,3,296.68,890.04,debit_card,sur,vip,0.2,0
ORD-01001,CLI-0155,2025-07-05,clothing,Calcetines pack,1,19.61,19.61,bank_transfer,oeste,vip,0,0
ORD-00190,CLI-0080,2025-09-28,electronics,Webcam HD,1,240.19,240.19,paypal,sur,vip,0.3,0
ORD-01289,CLI-0108,2025-07-01,clothing,Zapatillas running,2,132.13,264.26,paypal,este,vip,0,1
ORD-01631,CLI-0475,2025-09-07,electronics,SSD 1TB,3,176.3,528.9,paypal,centro,vip,0,0
ORD-00757,CLI-0317,2025-07-03,clothing,Pantalón chino,1,107.19,107.19,credit_card,este,vip,0.2,0
ORD-00369,CLI-0094,2025-09-29,home,Organizador,2,19.93,39.86,debit_card,norte,new,0,0
ORD-00601,CLI-0373,2025-07-22,food,Miel artesanal,4,39.71,158.84,paypal,oeste,new,0.1,0
ORD-00333,CLI-0083,2025-09-17,home,Espejo,5,124.2,621.0,bank_transfer,este,returning,0,0
ORD-01370,CLI-0040,2025-08-17,electronics,SSD 1TB,4,130.46,521.84,debit_card,sur,vip,0.1,0
ORD-00436,CLI-0074,2025-07-03,clothing,Zapatillas running,3,18.06,54.18,credit_card,norte,vip,0.15,0
ORD-01922,CLI-0139,2025-08-01,home,Vela aromática,4,115.13,460.52,paypal,oeste,vip,0.15,0
ORD-01106,CLI-0277,2025-09-16,electronics,Mouse gaming,1,145.38,145.38,bank_transfer,centro,vip,0.3,0
ORD-00180,CLI-0199,2025-08-08,electronics,Webcam HD,5,349.73,1748.65,bank_transfer,oeste,returning,0,0
ORD-00066,CLI-0119,2025-09-05,food,Frutos secos,3,77.93,233.79,credit_card,norte,returning,0.15,0
ORD-00953,CLI-0027,2025-07-01,beauty,Mascarilla,3,124.41,373.23,credit_card,norte,vip,0.2,0
